mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__criterion,param_rf__max_depth,param_rf__max_features,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.6029526233673095,0.05057083288997165,0.16396570205688477,0.006919040851169069,gini,10,sqrt,50,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.6929637059548128,0.6872322161292934,0.6856554060231709,0.6781419104196829,0.6869783665177543,0.6861943210089428,0.004746541305962102,23
3.071160078048706,0.5673889685114673,0.26792454719543457,0.07698230100788146,gini,10,sqrt,100,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.6930006699320781,0.6927499519569751,0.6901450709266924,0.6759773088016,0.696961892203817,0.6897669787642325,0.007230762316690813,19
3.0738704681396483,0.0399889096902052,0.23317203521728516,0.036471817129443806,gini,10,sqrt,200,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.6915085576418025,0.6909159899207681,0.6865548828512195,0.6772416025784916,0.6965896481482419,0.6885621362281047,0.006493789682651344,22
2.2293207168579103,0.38566501469084546,0.3093886375427246,0.021681139322137524,gini,10,log2,50,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
1.8199594020843506,0.16293485640572034,0.1813033103942871,0.01221107939786285,gini,10,log2,100,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
2.642248821258545,0.42494812540234456,0.23200149536132814,0.05038849413085889,gini,10,log2,200,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
2.701434373855591,0.7014110025224576,0.19034767150878906,0.05437822084022438,gini,20,sqrt,50,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.7411219614338179,0.7374543852115402,0.7333454410856978,0.7326971025850013,0.7429498547984063,0.7375137490228927,0.0040779612757837445,17
3.1251330852508543,0.3958649562939326,0.21613006591796874,0.04390528505799198,gini,20,sqrt,100,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.7415322529592685,0.736631187246437,0.7385410787247455,0.7350122521413863,0.7429498547984063,0.7389333251740486,0.002956871518965304,15
6.105530500411987,1.2382202007761287,0.2997936248779297,0.09917849237953104,gini,20,sqrt,200,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.7429542922769833,0.7439486545095717,0.7419191854568074,0.7339824398854857,0.7401812627732217,0.740597166980414,0.0035345107730403178,13
2.345922565460205,0.43474942590417137,0.2757227420806885,0.09243151586343332,gini,20,log2,50,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.646672297983021,0.6472178374634275,0.6453083456969558,0.6497480463987734,0.6488487218303566,0.6475590498745069,0.0015762857392192674,26
2.208000993728638,0.27764101692077253,0.18281292915344238,0.012507016429871355,gini,20,log2,100,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.6453984931357941,0.6459459776637821,0.6453083456969558,0.6459459776637821,0.6494807455437654,0.6464159079408159,0.0015554244097674074,28
4.138525676727295,0.9219703521568716,0.3111105442047119,0.10831671369903528,gini,20,log2,200,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.6453984931357941,0.6459459776637821,0.6459459776637821,0.6465824736520922,0.6469459030685355,0.6461637650367973,0.0005417675825237596,29
18.02989978790283,0.4083723664442948,0.5035115242004394,0.011057790311078142,gini,,sqrt,50,"{'rf__criterion': 'gini', 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.8233454577580387,0.8238691099289118,0.8179858574673031,0.8167345544870365,0.8304217991742683,0.8224713557631116,0.004877661433154829,8
