mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgb__colsample_bytree,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.7868969440460205,0.8650153134598192,0.22618441581726073,0.07326138999596017,0.6,0.01,3,50,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 50, 'xgb__scale_pos_weight': 1}",0.6719540861117261,0.6659204391414107,0.6600145013211336,0.6552350722032352,0.6652320390028129,0.6636712275560637,0.005668177747307445,160
2.2773337841033934,0.019274756941157642,0.15896344184875488,0.009427812808288966,0.6,0.01,3,50,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 50, 'xgb__scale_pos_weight': 0.32998853211009177}",0.7712123824225944,0.765612014916369,0.7708550993429311,0.7736980896998842,0.7766303944325226,0.7716015961628602,0.0036405473636209676,132
5.011299276351929,0.6580337968664597,0.21867895126342773,0.07114097454309402,0.6,0.01,3,100,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__scale_pos_weight': 1}",0.6952065612465347,0.7148656044083567,0.6986144923467836,0.6936806842756986,0.7286517116809693,0.7062038107916686,0.013522580173508129,153
4.393765878677368,1.0597402645639227,0.22935686111450196,0.0816724285380449,0.6,0.01,3,100,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 100, 'xgb__scale_pos_weight': 0.32998853211009177}",0.7808339658635697,0.7689322783636743,0.7713147950749616,0.7742183216843441,0.7793243922803497,0.7749247506533798,0.0045544750774472245,130
8.04719681739807,0.7006734946216266,0.24446043968200684,0.08746356650022982,0.6,0.01,3,200,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__scale_pos_weight': 1}",0.7302407661202117,0.7182446205336541,0.7225823960368486,0.7285023044994218,0.7399766322215836,0.727909343882344,0.007391749868093712,149
7.366849756240844,0.4474341215576288,0.21834049224853516,0.0637058931081849,0.6,0.01,3,200,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 3, 'xgb__n_estimators': 200, 'xgb__scale_pos_weight': 0.32998853211009177}",0.7908258054174645,0.7824161343657826,0.7882567804420334,0.7861765705642312,0.7905667826672509,0.7876484146913525,0.003115312982530667,115
6.16715669631958,1.370629324199376,0.1630244731903076,0.011366889687919194,0.6,0.01,6,50,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__scale_pos_weight': 1}",0.6732482255839751,0.6704044621055201,0.6727355636527823,0.6601600104477825,0.670020222960148,0.6693136969500417,0.004746969802127915,159
5.414179897308349,1.464740906875713,0.2095933437347412,0.060878925931091205,0.6,0.01,6,50,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__scale_pos_weight': 0.32998853211009177}",0.7960271535922092,0.7832699256751151,0.7945987925703698,0.7880150125534362,0.7960786315326132,0.7915979031847487,0.0051164995354439045,111
10.913253116607667,1.382092099764559,0.20530414581298828,0.07063517248276661,0.6,0.01,6,100,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__scale_pos_weight': 1}",0.7183588851653059,0.7213253372407917,0.7130349440063469,0.7156088463949594,0.7335381517606697,0.7203732329136148,0.007139034258723857,151
9.52321195602417,0.9543696283589482,0.22024712562561036,0.07891418516941424,0.6,0.01,6,100,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__scale_pos_weight': 0.32998853211009177}",0.8010993657571892,0.7855088932182824,0.8000983412061679,0.7915065793668915,0.7996939638181213,0.7955814286733305,0.00609628478946403,107
20.874235582351684,0.2740923192742599,0.24045348167419434,0.07813293076291457,0.6,0.01,6,200,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__scale_pos_weight': 1}",0.7568098603657323,0.7497287155365034,0.7502986781296819,0.7538035585686639,0.7648785219281622,0.7551038669057487,0.005515925809510677,141
17.659111499786377,0.23589201583765143,0.29749045372009275,0.09021902843719329,0.6,0.01,6,200,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__scale_pos_weight': 0.32998853211009177}",0.8008167433884263,0.7969884805992643,0.8030347009863886,0.8015607646841835,0.8052855215428969,0.8015372422402318,0.002738718123297426,97
13.032564735412597,0.512292691860982,0.17034411430358887,0.008962789687046434,0.6,0.01,10,50,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 50, 'xgb__scale_pos_weight': 1}",0.6817608000811389,0.6831501497680504,0.6774020067654752,0.6660711490465697,0.6887772626097521,0.6794322736541973,0.007605459764121556,157
10.288986539840698,1.3456471666139047,0.15761337280273438,0.010607331770944035,0.6,0.01,10,50,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 50, 'xgb__scale_pos_weight': 0.32998853211009177}",0.8041876988632896,0.7895564720160911,0.8030547546980855,0.796412035628066,0.8071901174818037,0.8000802157374671,0.006332057006999855,104
25.13814778327942,0.6096538856449598,0.2687381267547607,0.07122641509720909,0.6,0.01,10,100,1.0,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 100, 'xgb__scale_pos_weight': 1}",0.73865349332929,0.7375156883893348,0.7372396000779639,0.7257380578081356,0.7467480740908131,0.7371789827391075,0.006704528308697739,144
19.896937084197997,0.7938197112835294,0.23233861923217775,0.04927922123178311,0.6,0.01,10,100,0.32998853211009177,"{'xgb__colsample_bytree': 0.6, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 10, 'xgb__n_estimators': 100, 'xgb__scale_pos_weight': 0.32998853211009177}",0.8031314470969643,0.7956437708778454,0.8046640840918842,0.7984156035330935,0.8069367222766421,0.8017583255752859,0.004140199450897196,94
